This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201612 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197712,    2.74,    1.93,    1.16,    1.92,    2.18,    2.03,    2.18,    0.74,    1.54,    1.78,    2.06,    1.78,    2.54,    1.85,    2.23,    1.42,    2.82
197801,   -0.22,    0.45,   -3.38,   -3.00,   -2.39,   -2.62,   -4.04,   -3.89,   -2.90,   -3.53,   -2.45,   -2.65,   -2.15,   -3.83,   -1.27,   -4.44,   -3.70
197802,    3.59,    3.08,    1.78,    1.33,    2.20,    0.93,    1.23,    1.11,    2.40,    1.44,    1.21,    2.77,    1.69,    0.93,    0.94,    0.60,    1.77
197803,    7.22,    8.08,    6.27,    6.52,    7.11,    6.25,    5.04,    7.26,    5.35,    5.97,    7.10,    6.99,    7.22,    7.12,    5.29,    4.76,    5.29
197804,    8.64,    8.22,    7.99,    7.57,    9.61,    8.19,    7.14,    7.61,    8.34,    8.69,    6.39,    9.80,    9.45,    7.94,    8.46,    6.87,    7.37
197805,    8.35,    8.51,    5.93,    5.71,    5.90,    6.54,    5.95,    5.66,    6.18,    5.50,    5.93,    4.82,    6.84,    7.69,    5.26,    6.49,    5.47
197806,    1.06,    1.20,   -0.32,    0.49,    0.67,    0.51,    0.47,   -1.07,    0.36,    1.13,   -0.20,    1.52,   -0.07,    0.78,    0.22,   -0.64,    1.42
197807,    4.82,    5.01,    5.74,    4.92,    6.98,    5.63,    5.23,    6.62,    4.93,    5.20,    4.66,    6.40,    7.52,    5.20,    6.07,    6.63,    4.16
197808,   10.28,   11.70,    7.30,    8.77,    8.23,    8.86,    9.12,    6.82,    7.74,    8.83,    8.72,    7.96,    8.47,    8.40,    9.33,    7.61,   10.27
197809,    1.19,    1.62,   -1.28,   -0.24,   -0.38,    0.32,   -0.99,   -2.27,   -0.36,   -0.81,    0.28,   -0.39,   -0.37,    0.46,    0.17,   -1.36,   -0.72
197810,  -18.12,  -19.87,  -18.25,  -18.69,  -19.29,  -20.24,  -18.35,  -18.30,  -18.21,  -19.17,  -18.26,  -18.40,  -20.11,  -19.55,  -20.94,  -17.47,  -19.03
197811,    4.13,    3.19,    4.31,    4.68,    5.81,    7.62,    5.14,    5.27,    3.43,    5.40,    4.02,    5.26,    6.32,    7.26,    7.98,    5.48,    4.87
197812,    0.87,    0.78,    2.57,    1.51,    1.44,    2.72,    0.52,    2.17,    2.93,    1.25,    1.75,    1.37,    1.51,    3.12,    2.32,   -0.22,    1.09
197901,   10.67,   11.05,    8.44,   10.87,    8.43,    8.72,    8.11,    8.24,    8.61,   10.43,   11.27,    7.59,    9.19,    7.66,    9.79,    8.15,    8.07
197902,   -1.52,   -1.80,   -2.90,   -2.44,   -2.56,   -2.87,   -2.65,   -2.74,   -3.05,   -2.25,   -2.61,   -2.16,   -2.92,   -1.56,   -4.17,   -3.10,   -2.30
197903,    8.89,    7.50,    8.53,    8.81,    8.48,    9.38,    8.46,    8.80,    8.28,    7.81,    9.70,    7.56,    9.31,   10.27,    8.51,    6.59,    9.91
197904,    3.54,    3.18,    1.60,    2.64,    2.34,    2.44,    1.25,    2.01,    1.22,    3.22,    2.12,    1.86,    2.78,    2.44,    2.44,    0.85,    1.56
197905,    2.25,   -0.26,   -0.92,   -1.56,   -2.04,   -1.08,   -1.45,   -0.96,   -0.88,   -1.66,   -1.47,   -2.26,   -1.83,   -0.99,   -1.17,   -1.59,   -1.34
197906,    5.02,    4.92,    5.12,    5.59,    6.20,    5.48,    6.14,    4.80,    5.42,    5.02,    6.10,    5.38,    6.94,    5.67,    5.27,    5.05,    6.98
197907,    2.32,    1.93,    2.33,    1.46,    3.33,    2.56,    2.07,    1.88,    2.82,    1.05,    1.83,    2.72,    3.88,    1.53,    3.64,    2.04,    2.09
197908,    7.62,    6.49,    7.97,    8.21,    8.36,   10.02,    6.74,    8.79,    7.08,    7.84,    8.55,    8.52,    8.23,   10.42,    9.60,    6.75,    6.73
197909,    0.42,    0.38,   -0.41,   -0.34,   -1.14,   -0.75,   -0.89,    0.09,   -0.96,   -0.34,   -0.33,   -1.15,   -1.13,   -1.03,   -0.47,   -1.80,   -0.14
197910,   -8.36,   -9.45,   -9.78,   -9.40,  -10.59,   -9.65,  -11.17,   -9.33,  -10.27,   -9.42,   -9.38,  -11.53,   -9.71,   -9.07,  -10.23,  -10.75,  -11.51
197911,    5.82,    4.98,    6.27,    7.47,    7.75,    8.25,    8.68,    5.66,    6.92,    7.20,    7.72,    8.35,    7.20,    8.10,    8.41,    8.74,    8.63
197912,    6.74,    6.70,    5.43,    6.28,    6.84,    7.67,    5.81,    5.43,    5.43,    6.27,    6.29,    7.72,    6.03,    6.02,    9.38,    5.47,    6.08
198001,   11.05,   12.42,    7.31,    9.44,    8.43,    9.80,    8.44,    8.70,    5.78,    9.48,    9.41,    8.27,    8.59,    8.45,   11.18,    7.20,    9.47
198002,   -0.90,   -0.62,   -1.77,   -1.98,   -1.48,   -1.21,   -1.19,   -2.04,   -1.46,   -1.81,   -2.13,   -2.42,   -0.59,   -0.82,   -1.62,   -2.21,   -0.33
198003,  -15.82,  -16.46,  -15.13,  -15.95,  -15.83,  -16.56,  -16.65,  -16.01,  -14.18,  -16.87,  -15.09,  -16.45,  -15.24,  -15.21,  -17.94,  -15.40,  -17.69
198004,    4.67,    4.05,    4.75,    5.06,    5.37,    5.50,    8.07,    4.83,    4.67,    4.62,    5.47,    5.59,    5.16,    5.46,    5.54,    7.38,    8.63
198005,    7.14,    7.10,    7.82,    8.17,    7.76,    7.18,    6.73,    7.41,    8.25,    8.32,    8.04,    7.43,    8.06,    7.89,    6.47,    6.49,    6.92
198006,    3.64,    4.61,    3.33,    3.83,    4.02,    4.44,    4.49,    2.84,    3.86,    4.01,    3.66,    3.41,    4.60,    4.75,    4.12,    4.06,    4.84
198007,    9.60,    8.16,    9.80,   10.17,    9.90,   11.42,    9.43,    9.57,    9.98,    9.97,   10.36,   10.43,    9.42,   11.21,   11.66,    9.54,    9.35
198008,    6.81,    7.64,    5.96,    7.18,    8.34,    6.24,    6.04,    6.30,    5.69,    7.18,    7.18,    7.91,    8.73,    6.40,    6.06,    5.79,    6.24
198009,    4.87,    5.94,    2.67,    4.77,    4.65,    4.95,    3.22,    3.14,    2.28,    5.43,    4.10,    4.03,    5.21,    4.51,    5.46,    4.28,    2.40
198010,    3.72,    2.82,    2.70,    2.87,    4.97,    4.13,    5.03,    1.66,    3.55,    2.24,    3.50,    4.10,    5.75,    4.61,    3.58,    4.23,    5.63
198011,    5.33,    5.75,    5.30,    4.96,    6.99,    8.09,    9.14,    4.49,    5.96,    5.20,    4.72,    6.34,    7.58,    8.18,    8.00,    8.30,    9.78
198012,   -3.60,   -3.64,   -2.51,   -3.37,   -2.87,   -2.48,   -2.91,   -2.16,   -2.81,   -3.33,   -3.41,   -2.60,   -3.11,   -3.17,   -1.70,   -1.99,   -3.62
198101,    1.97,    2.24,    1.48,    0.77,   -0.16,   -2.23,   -1.73,    2.39,    0.72,    0.66,    0.88,    0.14,   -0.42,   -0.75,   -3.92,   -0.79,   -2.45
198102,    1.72,    1.25,    1.61,    1.24,    1.05,    0.74,   -1.00,    2.28,    1.05,    1.72,    0.75,    1.86,    0.34,    1.28,    0.11,   -0.67,   -1.25
198103,    8.07,    7.21,    8.38,    8.26,    8.63,    7.25,    7.78,    8.65,    8.16,    8.38,    8.15,    7.65,    9.50,    7.77,    6.66,    6.74,    8.58
198104,    4.38,    3.74,    3.02,    3.09,    2.32,    3.21,    1.39,    2.59,    3.38,    2.98,    3.20,    2.88,    1.83,    2.50,    4.02,    2.46,    0.57
198105,    2.96,    3.70,    3.29,    3.47,    2.74,    2.53,    3.75,    4.27,    2.48,    3.87,    3.07,    2.58,    2.87,    1.95,    3.20,    3.38,    4.03
198106,    0.62,    0.60,    0.92,   -0.03,   -0.64,   -2.23,   -2.76,    0.85,    0.99,    0.45,   -0.50,    0.04,   -1.23,   -0.83,   -3.87,   -1.34,   -3.84
198107,   -1.25,   -1.54,   -2.02,   -2.71,   -3.40,   -2.08,   -2.74,   -1.71,   -2.30,   -2.48,   -2.95,   -2.84,   -4.02,   -1.85,   -2.31,   -1.82,   -3.22
198108,   -5.94,   -6.85,   -7.37,   -7.12,   -7.92,   -8.34,   -8.91,   -7.14,   -7.58,   -7.61,   -6.59,   -7.76,   -8.10,   -7.99,   -8.69,   -7.05,   -9.89
198109,   -6.35,   -8.51,   -7.29,   -8.01,   -7.77,   -8.27,  -10.53,   -6.19,   -8.34,   -8.63,   -7.33,   -8.15,   -7.38,   -8.71,   -7.83,   -9.00,  -11.34
198110,    6.31,    6.15,    6.24,    7.39,    9.33,    7.57,    7.84,    5.99,    6.48,    6.96,    7.85,    8.10,   10.64,    8.55,    6.61,    7.91,    7.80
198111,    3.74,    1.35,    2.54,    2.57,    1.89,    2.08,    0.93,    2.83,    2.28,    2.54,    2.61,    1.66,    2.13,    2.72,    1.45,    1.81,    0.46
198112,   -0.75,   -2.29,   -0.82,   -1.27,   -2.10,   -3.45,   -3.71,   -1.08,   -0.58,   -1.28,   -1.26,   -2.00,   -2.21,   -3.60,   -3.31,   -3.59,   -3.78
198201,   -0.67,   -0.89,   -2.30,   -2.04,   -2.48,   -1.61,   -2.96,   -1.55,   -3.01,   -1.74,   -2.37,   -2.82,   -2.12,   -1.18,   -2.03,   -2.94,   -2.97
198202,   -2.86,   -2.12,   -3.50,   -3.26,   -4.15,   -4.67,   -5.89,   -4.19,   -2.84,   -3.59,   -2.89,   -4.37,   -3.91,   -3.94,   -5.38,   -4.98,   -6.38
198203,    0.52,   -0.62,   -0.04,   -0.72,   -1.70,   -0.50,   -3.25,   -0.48,    0.39,   -0.83,   -0.61,   -1.17,   -2.27,    0.70,   -1.65,   -3.76,   -2.97
198204,    4.50,    4.44,    5.06,    6.64,    6.32,    6.33,    6.28,    6.10,    4.07,    6.24,    7.08,    5.83,    6.85,    6.40,    6.27,    7.31,    5.74
198205,   -0.84,   -1.39,   -1.88,   -2.34,   -3.03,   -2.26,   -3.83,   -2.54,   -1.25,   -3.04,   -1.59,   -2.61,   -3.47,   -2.52,   -2.00,   -4.72,   -3.35
198206,   -2.07,   -1.65,   -2.15,   -2.26,   -2.92,   -2.56,   -6.59,   -2.20,   -2.09,   -2.43,   -2.08,   -3.49,   -2.30,   -2.02,   -3.07,   -5.33,   -7.26
198207,   -0.90,   -0.09,   -1.05,   -1.51,   -1.11,   -1.58,   -3.67,   -0.60,   -1.48,   -1.54,   -1.48,   -0.85,   -1.35,   -0.91,   -2.20,   -4.68,   -3.24
198208,    5.62,    4.01,    8.11,    8.25,    8.92,    8.13,    6.57,    6.78,    9.35,    8.78,    7.71,    8.29,    9.48,   10.02,    6.34,    8.04,    5.94
198209,    5.29,    3.12,    2.90,    4.13,    2.27,    3.71,    0.54,    3.21,    2.61,    2.91,    5.39,    2.45,    2.11,    2.23,    5.11,    1.06,    0.31
198210,   12.18,   11.68,   13.15,   14.61,   14.30,   13.04,   14.06,   12.10,   14.13,   14.97,   14.23,   14.40,   14.20,   14.22,   11.92,   12.60,   14.68
198211,   10.26,   10.24,    8.61,    8.99,    9.20,    8.36,    9.31,    7.55,    9.59,    8.46,    9.53,    7.73,   10.54,    9.71,    7.09,    8.97,    9.46
198212,    2.19,    2.94,    2.24,    2.59,    2.27,    1.74,    3.07,    2.00,    2.46,    2.37,    2.81,    2.84,    1.75,    2.17,    1.34,    0.85,    4.03
198301,    6.93,   11.94,    8.74,    8.11,    9.94,   11.44,   13.80,    9.11,    8.39,    8.08,    8.15,    9.90,    9.98,   12.42,   10.50,   10.06,   15.42
198302,    6.90,    7.95,    6.69,    5.82,    5.38,    5.32,    2.83,    6.65,    6.73,    5.81,    5.84,    5.62,    5.16,    6.56,    4.14,    2.35,    3.04
198303,    7.16,    7.54,    6.54,    5.45,    4.95,    3.32,    3.18,    6.04,    7.00,    5.82,    5.08,    5.55,    4.42,    2.51,    4.08,    2.45,    3.50
198304,    7.49,    8.07,    7.80,    8.06,    8.21,    7.29,    7.48,    7.68,    7.91,    7.99,    8.12,    8.96,    7.54,    7.43,    7.16,    7.04,    7.67
198305,    7.77,   10.54,    8.05,    6.34,    7.75,    8.88,   11.36,    8.55,    7.59,    7.00,    5.65,    8.36,    7.21,    8.11,    9.61,   10.78,   11.61
198306,    4.92,    5.60,    4.78,    5.12,    5.57,    3.37,    4.34,    4.36,    5.17,    5.22,    5.02,    6.16,    5.04,    3.82,    2.94,    2.69,    5.07
198307,   -0.26,   -0.28,   -2.38,   -2.09,   -2.83,   -2.25,   -4.11,   -2.36,   -2.39,   -2.98,   -1.21,   -2.70,   -2.97,   -2.32,   -2.18,   -4.25,   -4.03
198308,   -2.92,   -3.64,   -2.15,   -2.98,   -2.53,   -3.05,   -4.35,   -2.39,   -1.92,   -2.82,   -3.13,   -2.97,   -2.05,   -3.56,   -2.55,   -2.65,   -5.32
198309,    2.07,   -0.61,    0.59,    0.92,    1.59,    0.06,   -1.25,    0.69,    0.50,    1.74,    0.12,    1.65,    1.52,    0.36,   -0.24,   -0.60,   -1.62
198310,   -4.93,   -4.78,   -5.79,   -5.72,   -5.30,   -4.56,   -7.18,   -4.35,   -7.15,   -5.46,   -5.97,   -4.87,   -5.79,   -5.20,   -3.92,   -5.57,   -8.11
198311,    3.74,    3.73,    3.87,    3.40,    4.24,    3.51,    1.88,    3.90,    3.85,    2.95,    3.85,    3.62,    4.93,    4.90,    2.11,    2.17,    1.71
198312,   -0.68,   -1.74,   -1.26,   -1.39,   -1.47,   -3.57,   -3.89,   -1.14,   -1.38,   -1.56,   -1.23,   -1.25,   -1.73,   -3.42,   -3.71,   -3.69,   -4.01
198401,    1.20,    2.26,   -0.06,   -0.76,   -1.40,    0.25,   -0.61,    0.30,   -0.41,   -0.02,   -1.49,   -2.03,   -0.70,   -0.21,    0.72,   -0.78,   -0.51
198402,   -4.54,   -5.99,   -6.09,   -5.17,   -5.17,   -6.47,   -6.00,   -6.38,   -5.81,   -4.68,   -5.65,   -4.87,   -5.50,   -6.09,   -6.85,   -4.73,   -6.73
198403,    1.64,    1.65,    1.22,    0.44,    1.63,    0.78,   -0.76,    0.91,    1.52,    1.07,   -0.16,    0.76,    2.60,    0.33,    1.23,   -0.92,   -0.67
198404,   -0.87,   -2.92,   -0.66,   -1.32,   -1.63,   -1.49,   -3.77,   -1.18,   -0.17,   -1.45,   -1.19,   -1.82,   -1.43,   -1.08,   -1.90,   -2.64,   -4.42
198405,   -3.68,   -4.22,   -5.55,   -6.32,   -5.33,   -4.33,   -4.83,   -4.83,   -6.23,   -5.88,   -6.75,   -5.81,   -4.81,   -4.83,   -3.82,   -3.70,   -5.48
198406,    2.04,    1.57,    2.29,    3.09,    2.17,    1.58,    1.26,    1.99,    2.57,    2.55,    3.62,    2.52,    1.78,    1.94,    1.21,    2.07,    0.79
198407,   -3.15,   -4.57,   -3.89,   -3.99,   -4.38,   -4.65,   -6.86,   -4.29,   -3.44,   -4.92,   -3.19,   -4.88,   -3.75,   -4.02,   -5.20,   -5.54,   -7.43
198408,    8.14,    7.39,   10.84,   10.77,    8.99,   10.36,    9.63,   10.71,   11.00,   11.39,   10.23,    8.94,    9.05,    9.75,   10.90,    9.83,    9.54
198409,    1.39,    0.63,   -0.04,   -0.39,   -0.14,    0.14,   -1.93,    0.18,   -0.29,   -0.02,   -0.71,   -0.91,    0.83,    0.35,   -0.03,   -2.14,   -1.84
198410,   -2.08,   -2.89,   -2.33,   -2.67,   -1.82,   -1.69,   -2.31,   -2.33,   -2.34,   -2.80,   -2.55,   -1.32,   -2.47,   -0.91,   -2.36,   -0.29,   -3.19
198411,   -1.88,   -3.73,   -2.84,   -3.34,   -1.90,   -3.47,   -4.67,   -2.74,   -2.94,   -3.07,   -3.58,   -2.21,   -1.50,   -3.05,   -3.82,   -3.87,   -5.02
198412,    1.17,    0.70,    0.77,    1.25,    0.59,    2.12,    0.28,    1.32,    0.14,    0.97,    1.50,   -0.17,    1.55,    2.25,    2.01,    1.24,   -0.13
198501,    9.59,   11.05,   11.45,   13.19,   12.22,   10.76,   15.66,   12.39,   10.40,   13.62,   12.81,   11.87,   12.68,    8.32,   12.85,   13.78,   16.48
198502,    4.76,    5.66,    4.23,    4.29,    3.58,    2.64,    4.63,    4.65,    3.76,    3.63,    4.87,    4.58,    2.32,    3.09,    2.26,    3.87,    4.96
198503,   -0.30,   -1.17,   -0.57,   -0.93,   -1.64,    0.42,   -2.92,   -0.36,   -0.80,    0.55,   -2.18,   -1.85,   -1.38,    0.58,    0.28,   -1.69,   -3.46
198504,   -0.21,   -1.20,   -0.92,   -1.16,   -0.70,   -1.19,   -3.03,   -1.01,   -0.82,   -1.28,   -1.06,    0.15,   -1.77,   -1.32,   -1.09,   -2.78,   -3.14
198505,    2.63,    1.13,    1.86,    4.10,    3.83,    2.58,    3.04,    1.24,    2.54,    4.23,    3.99,    3.75,    3.94,    4.06,    1.32,    4.64,    2.34
198506,    0.79,    1.91,    0.33,    1.06,    1.01,    0.97,    0.18,    1.08,   -0.50,    0.60,    1.45,    1.82,   -0.01,    1.21,    0.77,    1.06,   -0.22
198507,    2.28,    1.79,    2.19,    2.49,    1.70,   -0.02,    1.46,    3.03,    1.29,    2.66,    2.29,    2.23,    1.12,    1.05,   -1.14,    1.23,    1.56
198508,    0.14,   -0.60,   -0.37,   -1.26,   -0.72,   -0.23,   -1.61,   -0.16,   -0.60,   -0.90,   -1.70,   -1.68,    0.33,   -1.40,    0.98,   -1.11,   -1.84
198509,   -3.86,   -4.30,   -5.47,   -5.46,   -5.83,   -5.87,   -7.75,   -5.38,   -5.57,   -5.13,   -5.88,   -5.71,   -5.95,   -5.68,   -6.07,   -7.91,   -7.67
198510,    3.21,    0.64,    2.30,    3.67,    3.73,    1.85,    0.87,    2.04,    2.59,    4.31,    2.88,    4.83,    2.53,    2.20,    1.48,    1.12,    0.76
198511,    6.61,    3.68,    6.24,    6.74,    5.76,    5.13,    5.29,    7.26,    5.13,    6.38,    7.18,    5.77,    5.74,    5.49,    4.77,    5.59,    5.15
198512,    3.63,    1.93,    2.72,    3.38,    3.97,    3.55,    2.21,    2.15,    3.34,    3.37,    3.40,    3.87,    4.07,    3.29,    3.82,    0.98,    2.78
198601,    2.51,    4.84,    3.02,    2.59,    3.89,    3.15,    5.67,    2.95,    3.08,    3.97,    0.91,    3.45,    4.37,    1.69,    4.65,    4.67,    6.15
198602,    6.50,    5.96,    5.71,    6.86,    6.13,    4.87,    6.55,    4.91,    6.58,    7.53,    6.07,    6.22,    6.04,    6.26,    3.47,    7.58,    6.05
198603,    5.95,    6.93,    4.83,    4.24,    5.24,    3.50,    4.21,    4.06,    5.68,    3.79,    4.79,    5.07,    5.42,    3.61,    3.39,    4.70,    3.97
198604,    1.25,    0.75,    0.95,    2.16,    1.45,    1.62,    1.08,    0.62,    1.32,    1.79,    2.61,    1.32,    1.58,    3.45,   -0.23,    0.24,    1.48
198605,    3.87,    3.12,    4.08,    4.29,    3.87,    3.54,    3.29,    4.86,    3.21,    3.93,    4.72,    2.70,    5.14,    2.65,    4.45,    4.09,    2.91
198606,    1.91,    0.27,    0.90,   -0.09,    0.99,    1.48,   -0.29,    0.63,    1.20,   -0.82,    0.79,    0.15,    1.91,    0.92,    2.05,    1.10,   -0.96
198607,   -6.82,   -5.11,   -8.57,   -7.97,   -7.92,   -6.87,  -10.01,   -9.09,   -7.95,   -6.57,   -9.39,   -7.17,   -8.76,   -6.88,   -6.87,   -8.61,  -10.67
198608,    3.10,   -0.18,    2.13,    2.73,    3.90,    4.80,    1.49,    2.33,    1.88,    1.99,    3.47,    4.19,    3.58,    4.95,    4.66,    2.84,    0.86
198609,   -5.14,   -5.50,   -5.79,   -5.90,   -7.07,   -7.56,   -6.64,   -5.46,   -6.18,   -5.70,   -6.10,   -8.18,   -5.81,   -7.58,   -7.55,   -8.93,   -5.57
198610,    3.21,    1.82,    3.44,    3.03,    3.53,    2.74,    2.37,    1.60,    5.68,    2.56,    3.51,    3.77,    3.26,    3.03,    2.48,    4.71,    1.28
198611,   -0.08,   -0.98,    1.41,    0.22,   -0.56,   -1.24,   -1.22,    1.44,    1.39,    0.36,    0.08,   -0.10,   -1.07,   -0.40,   -2.04,    0.64,   -2.10
198612,   -2.95,   -3.00,   -2.76,   -3.23,   -3.38,   -4.70,   -3.80,   -2.77,   -2.74,   -3.06,   -3.40,   -4.02,   -2.66,   -4.20,   -5.18,   -3.94,   -3.73
198701,   11.63,   10.43,   11.63,   12.02,   13.62,   12.01,   12.54,   11.81,   11.42,   12.31,   11.73,   13.90,   13.30,   11.80,   12.22,   12.84,   12.40
198702,    7.04,    7.27,    8.17,    8.16,    8.20,    7.96,    7.04,    8.27,    8.06,    9.70,    6.58,    8.36,    8.03,    6.79,    9.08,    7.78,    6.70
198703,    4.22,    4.88,    1.93,    1.87,    1.91,    1.81,    4.10,    1.47,    2.49,    2.04,    1.69,    2.27,    1.50,    1.34,    2.27,    3.67,    4.30
198704,   -2.26,   -0.18,   -1.49,   -2.46,   -1.50,   -2.84,   -2.64,   -1.79,   -1.12,   -3.34,   -1.57,   -1.60,   -1.39,   -2.14,   -3.51,   -2.81,   -2.56
198705,    0.76,    1.03,    1.07,   -0.23,    0.64,   -0.03,    0.49,    1.01,    1.16,   -0.21,   -0.25,    1.39,   -0.20,   -0.01,   -0.05,    0.93,    0.28
198706,    3.33,    2.20,    3.55,    2.81,    2.78,    1.94,    3.14,    4.11,    2.87,    3.33,    2.26,    1.95,    3.71,    2.20,    1.69,    3.02,    3.19
198707,    5.09,    5.37,    3.80,    3.02,    3.99,    4.30,    1.59,    2.77,    5.09,    3.93,    2.10,    3.56,    4.50,    3.00,    5.26,    1.87,    1.45
198708,    1.95,    0.71,    2.18,    2.13,    2.04,    2.43,    1.06,    1.56,    2.96,    3.00,    1.24,    1.45,    2.73,    2.44,    2.42,    2.95,    0.11
198709,   -0.34,   -0.82,   -1.34,   -1.00,   -1.32,   -1.68,   -2.31,   -0.93,   -1.86,   -1.58,   -0.40,   -0.44,   -2.33,   -1.78,   -1.61,   -2.22,   -2.35
198710,  -25.76,  -26.20,  -26.91,  -28.51,  -29.99,  -27.67,  -30.47,  -26.23,  -27.75,  -28.70,  -28.31,  -29.92,  -30.07,  -26.66,  -28.40,  -29.24,  -31.09
198711,   -4.85,   -3.60,   -5.59,   -5.28,   -5.47,   -5.46,   -7.76,   -5.96,   -5.13,   -5.26,   -5.30,   -5.02,   -6.00,   -4.55,   -6.12,   -6.63,   -8.33
198712,    5.24,   -0.16,    4.93,    5.83,    5.33,    2.57,    3.54,    4.84,    5.03,    5.73,    5.94,    4.58,    6.19,    2.30,    2.76,    5.81,    2.40
198801,    6.51,    9.37,    6.52,    6.74,    7.26,    7.36,    8.45,    7.69,    5.08,    7.40,    6.05,    6.95,    7.63,    7.95,    6.94,    9.60,    7.88
198802,    6.56,    5.08,    7.23,    8.04,    8.11,    7.92,    6.30,    5.44,    9.44,    8.41,    7.66,    9.50,    6.48,    8.36,    7.60,    7.35,    5.77
198803,    4.30,    5.09,    3.78,    3.25,    3.83,    1.90,    3.67,    4.00,    3.51,    3.73,    2.77,    4.35,    3.23,    1.73,    2.03,    2.27,    4.39
198804,    2.13,    2.49,    0.36,    1.57,    2.48,    0.53,    0.90,    0.32,    0.41,    2.15,    0.97,    1.75,    3.33,    1.19,    0.05,    0.80,    0.94
198805,   -0.71,   -0.19,   -2.14,   -2.19,   -2.47,   -0.92,   -2.40,   -1.72,   -2.65,   -1.90,   -2.49,   -1.85,   -3.18,    0.08,   -1.66,   -1.69,   -2.76
198806,    4.50,    4.44,    6.18,    5.36,    6.48,    4.37,    6.01,    5.05,    7.61,    4.86,    5.87,    7.09,    5.77,    5.18,    3.77,    7.84,    5.08
198807,   -0.10,    0.41,   -0.16,   -0.67,   -1.01,   -0.41,    0.00,    0.11,   -0.47,   -0.41,   -0.93,   -1.59,   -0.60,    0.43,   -1.22,   -0.39,    0.19
198808,   -1.54,   -0.83,   -2.79,   -2.08,   -2.32,   -4.05,   -3.14,   -2.82,   -2.76,   -2.22,   -1.94,   -1.09,   -3.19,   -3.42,   -4.66,   -2.45,   -3.47
198809,    2.70,    1.98,    3.03,    3.53,    2.17,    1.35,    1.11,    3.36,    2.66,    4.98,    2.08,    1.35,    2.76,    2.17,    0.57,    1.53,    0.90
198810,   -0.04,   -1.35,   -0.05,   -1.92,   -0.64,   -2.61,   -2.84,   -0.67,    0.63,   -2.41,   -1.44,    0.50,   -1.44,   -2.24,   -2.96,   -1.41,   -3.53
198811,   -2.58,   -3.49,   -3.15,   -4.31,   -4.31,   -4.97,   -6.26,   -4.22,   -1.96,   -5.44,   -3.18,   -3.82,   -4.66,   -5.65,   -4.30,   -5.21,   -6.77
198812,    3.21,    1.33,    3.40,    3.38,    3.12,    2.53,    2.36,    3.31,    3.50,    3.50,    3.26,    3.54,    2.83,    2.88,    2.18,    2.95,    2.07
198901,    5.63,    7.86,    6.49,    5.64,    5.12,    7.51,    7.82,    6.62,    6.34,    5.62,    5.67,    4.65,    5.45,    8.40,    6.63,    7.00,    8.22
198902,    0.77,    1.41,    0.91,    0.05,    0.24,    0.46,   -0.47,    1.44,    0.34,   -0.20,    0.30,    1.08,   -0.36,   -0.12,    1.03,   -1.16,   -0.13
198903,    2.34,    2.69,    2.61,    2.04,    2.07,    2.53,    0.89,    2.76,    2.43,    1.59,    2.49,    1.47,    2.50,    2.45,    2.61,    0.95,    0.86
198904,    3.55,    3.99,    4.14,    3.33,    3.83,    2.05,    3.30,    3.44,    4.93,    3.89,    2.75,    4.08,    3.66,    2.36,    1.74,    3.30,    3.30
198905,    4.16,    1.98,    3.27,    4.18,    4.07,    2.88,    1.90,    3.22,    3.32,    3.76,    4.60,    3.69,    4.34,    3.67,    2.09,    2.31,    1.70
198906,    0.19,   -0.32,   -0.99,   -2.58,   -1.77,   -2.27,   -1.85,   -0.63,   -1.39,   -2.23,   -2.93,   -1.40,   -2.03,   -2.25,   -2.30,   -2.44,   -1.56
198907,    3.66,    1.56,    3.02,    4.35,    3.97,    3.04,    2.33,    2.62,    3.46,    3.53,    5.33,    4.41,    3.58,    2.40,    3.71,    1.37,    3.06
198908,    1.92,    1.04,    2.60,    2.51,    2.77,    1.74,    1.69,    3.35,    1.76,    2.61,    2.38,    1.88,    3.57,    0.93,    2.58,    1.78,    1.62
